postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason
1109013,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,တောင်ဥက္ကလာပ မြို့နယ်,South Okkalapa Township,အမှတ် (၁၅) ရပ်ကွက်,No (15) Quarter,ward,5267,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1110012,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကြည့်မြင်တိုင် မြို့နယ်,Kyeemyindaing Township,ဘောဂ ရပ်ကွက်,Baw Ga Quarter,ward,5596,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5596 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1110014,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကြည့်မြင်တိုင် မြို့နယ်,Kyeemyindaing Township,ပန်းလှိုင် ရပ်ကွက်,Pan Hlaing Quarter,ward,5596,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5596 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1112002,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,အလုံ မြို့နယ်,Ahlone Township,စောရန်ပိုင်အနောက် ရပ်ကွက်,Saw Yan Paing_West Quarter,ward,5494,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5494 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1112003,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,အလုံ မြို့နယ်,Ahlone Township,စောရန်ပိုင်(အရှေ့) ရပ်ကွက်,Saw Yan Paing_East Quarter,ward,5494,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5494 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1112004,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,အလုံ မြို့နယ်,Ahlone Township,စောရန်ပိုင်တောင် ရပ်ကွက်,Saw Yan Paing_South Quarter,ward,5494,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5494 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1112006,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,အလုံ မြို့နယ်,Ahlone Township,စောရန်ပိုင်မြောက် ရပ်ကွက်,Saw Yan Paing_North Quarter,ward,5494,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5494 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1116011,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဗိုလ်တထောင် မြို့နယ်,Botahtaung Township,ဆိပ်ကမ်းမိသားစုရိပ်သာ ရပ်ကွက်,Seik Kan Mi Thar Su Yeik Thar Quarter,ward,5446,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1120001,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဗဟန်း မြို့နယ်,Bahan Township,မြို့မ ရပ်ကွက်,Myo Ma Quarter,ward,5565,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5565 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1120019,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဗဟန်း မြို့နယ်,Bahan Township,ဗိုလ်ချိုအမှတ် (၁) ရပ်ကွက်,Bo Cho No (1) Quarter,ward,5565,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5565 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1120020,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဗဟန်း မြို့နယ်,Bahan Township,ဗိုလ်ချိုအမှတ် (၂) ရပ်ကွက်,Bo Cho No (2) Quarter,ward,5565,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5565 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1120021,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဗဟန်း မြို့နယ်,Bahan Township,ဆရာစံ ရပ်ကွက်,Sa Yar San Quarter,ward,5565,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 5565 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1125200,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ရွှေပြည်သာ မြို့နယ်,Shwepyithar Township,အုပ်ဖို ကျေးရွာအုပ်စု,Oke Hpo Village Tract,village_tract,5808,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1125201,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ရွှေပြည်သာ မြို့နယ်,Shwepyithar Township,ဇီးကုန်း ကျေးရွာအုပ်စု,Zee Kone Village Tract,village_tract,5808,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1125202,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ရွှေပြည်သာ မြို့နယ်,Shwepyithar Township,ကျောင်းကုန်း ကျေးရွာအုပ်စု,Kyaung Kone Village Tract,village_tract,5808,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1125203,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ရွှေပြည်သာ မြို့နယ်,Shwepyithar Township,လှော်ကား ကျေးရွာအုပ်စု,Hlaw Kar Village Tract,village_tract,5808,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126200,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ရခိုင်ချောင် (တောင်) ကျေးရွာအုပ်စု,Rakhine Chaung (South) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126201,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ရခိုင်ချောင် (မြောက်) ကျေးရွာအုပ်စု,Rakhine Chaung (North) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126202,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ဓနုတ်စံပြ ကျေးရွာအုပ်စု,Da Noke San Pya Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126203,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ညောင်ချောင်း ကျေးရွာအုပ်စု,Nyaung Chaung Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126204,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,တုံးတင်ဂံ (တောင်) ကျေးရွာအုပ်စု,Tone Tin Gan (South) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126205,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,တုံးတင်ဂံ (မြောက်) ကျေးရွာအုပ်စု,Tone Tin Gan (North) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126206,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ဘိုးဖြူချောင်း ကျေးရွာအုပ်စု,Boe Hpyu Chaung Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126207,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ခနောင် (ရွာမ) ကျေးရွာအုပ်စု,Kha Naung (Ywar Ma) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126208,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ခနောင် (အထက်) ကျေးရွာအုပ်စု,Kha Naung (Upper) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126209,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ခနောင် (ရှမ်းစု) ကျေးရွာအုပ်စု,Kha Naung (Shan Su) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126210,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,တံတားချောင်း ကျေးရွာအုပ်စု,Ta Dar Chaung Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126211,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ရဲချောင်း ကျေးရွာအုပ်စု,Ye Chaung Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126212,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,သပြေကုန်း ကျေးရွာအုပ်စု,Tha Pyay Kone Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126213,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ညောင်ငုတ်တို ကျေးရွာအုပ်စု,Nyaung Ngoke To Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126214,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ထော် (အောက်) ကျေးရွာအုပ်စု,Htaw (Lower) Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126215,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ရဲချောင်းဝ ကျေးရွာအုပ်စု,Ye Chaung Wa Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126216,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ပျော်ဘွယ်ကြီး ကျေးရွာအုပ်စု,Pyawbwe Gyi Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126217,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ရွှေလှေချောင် ကျေးရွာအုပ်စု,Shwe Hlay Chaung Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126218,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ညောင်ပင် ကျေးရွာအုပ်စု,Nyaung Pin Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126219,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ကျွဲလူးအိုင် ကျေးရွာအုပ်စု,Kywe Lu Aing Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126220,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,သမ္ဘာန်ချောင်း ကျေးရွာအုပ်စု,Than Ban Chaung Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126221,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,ထူးကြီး ကျေးရွာအုပ်စု,Htu Gyi Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1126222,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ဒလ မြို့နယ်,Dala Township,သရောတန်း ကျေးရွာအုပ်စု,Tha Yaw Tan Village Tract,village_tract,5133,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1128001,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကိုကိုးကျွန်း မြို့နယ်,Cocokyun Township,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,ward,7440,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 7440 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1128002,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကိုကိုးကျွန်း မြို့နယ်,Cocokyun Township,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,ward,7440,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 7440 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1129200,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဝင်းခနီး ကျေးရွာအုပ်စု,Win Kha Nee Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129201,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဖားကူး (အရှေ့) ကျေးရွာအုပ်စု,Hpar Ku (East) Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129202,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဖားကူး (အနောက်) ကျေးရွာအုပ်စု,Hpar Ku (West) Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129203,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဒေးဇတ် ကျေးရွာအုပ်စု,Day Zat Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129204,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ရုံးသပြေကန် ကျေးရွာအုပ်စု,Yone Tha Pyay Kan Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129205,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,မင်္ဂလွန်း ကျေးရွာအုပ်စု,Min Ga Lun Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129206,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဘောသပြေကန် ကျေးရွာအုပ်စု,Baw Tha Pyay Kan Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129207,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ကရင်ဆိပ် ကျေးရွာအုပ်စု,Kayin Seik Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129208,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,သပြေကုန်း ကျေးရွာအုပ်စု,Tha Pyay Kone Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129209,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ပုဂံတောင် ကျေးရွာအုပ်စု,Bagan Taung Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129210,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,အလွန်းဆုတ် ကျေးရွာအုပ်စု,Ah Lun Soke Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129211,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ကျောင်းကုန်းဆိပ်ကြီး (ခ) ဂျမား ကျေးရွာအုပ်စု,Kyaung Kone Seik Gyi (a) Gya Mar Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129212,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,လက်ယက်စမ်း ကျေးရွာအုပ်စု,Let Yet San Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129213,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,သူဌေးကွင်း ကျေးရွာအုပ်စု,Thu Htay Kwin Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129214,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,စစ်ပင်ကွင်း ကျေးရွာအုပ်စု,Sit Pin Kwin Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129215,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဘယက် ကျေးရွာအုပ်စု,Ba Yet Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129216,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ငါးဗြေမ ကျေးရွာအုပ်စု,Nga Byay Ma Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129217,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,င/ပ ကျေးရွာအုပ်စု,Nga/Pa Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129218,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,သနပ်ပင် ကျေးရွာအုပ်စု,Tha Nat Pin Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129219,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဗိုလ်ချုပ် ကျေးရွာအုပ်စု,Bo Gyoke Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129220,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ညောင်သုံးပင် ကျေးရွာအုပ်စု,Nyaung Thone Pin Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129221,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဘုရားကုန်း ကျေးရွာအုပ်စု,Hpa Yar Kone Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129222,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,လဟာယက် ကျေးရွာအုပ်စု,La Har Yet Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129223,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ကဒတ်ဖျာ ကျေးရွာအုပ်စု,Ka Dat Hpyar Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129224,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ညောင်လေးပင် ကျေးရွာအုပ်စု,Nyaung Lay Pin Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129225,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ကုလားဝဲ ကျေးရွာအုပ်စု,Ku Lar Wea Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129226,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ဆေးလုံးကြီး ကျေးရွာအုပ်စု,Say Lone Gyi Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1129227,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,သန်လျင် မြို့နယ်,Thanlyin Township,ချောင်းစောက် ကျေးရွာအုပ်စု,Chaung Sauk Village Tract,village_tract,5211,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130200,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ကန်ပြောင် ကျေးရွာအုပ်စု,Kan Pyaung Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130201,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ပီလခတ် ကျေးရွာအုပ်စု,Pi La Khat Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130202,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ကျုံကန် ကျေးရွာအုပ်စု,Kyon Kan Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
