postal_code,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,candidate_admin_ids,candidate_names,candidate_types,name_evidence,recommended_action,review_decision,selected_local_admin_area_id,review_note
1202228,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,စစ်တောင်း ကျေးရွာအုပ်စု,Sit Taung Village Tract,,စစ်တောင်း [Sit Taung/စစ်တောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202229,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,စွပ္ပနူး ကျေးရွာအုပ်စု,Sut Pa Nu Village Tract,,စွပ္ပနူး [Sut Pa Nu/စွပ္ပနူး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202230,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,ခလွန် ကျေးရွာအုပ်စု,Kha Lun Village Tract,,ခလွန် [Kha Lun/ခလွန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202231,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,ဝါးဘိုးချောင်း ကျေးရွာအုပ်စု,War Boe Chaung Village Tract,,ဝါးဘိုးချောင်း [War Boe Chaung/ဝါးဘိုးချောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202232,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,ကွင်းကလေး ကျေးရွာအုပ်စု,Kwin Ka Lay Village Tract,,ကွင်းကလေး [Kwin Ka Lay/ကွင်းကလေး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202233,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,ဇီးပြောင်း ကျေးရွာအုပ်စု,Zee Pyaung Village Tract,,ဇီးပြောင်း [Zee Pyaung/ဇီးပြောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202234,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,မုပ္ပလင် ကျေးရွာအုပ်စု,Moke Pa Lin Village Tract,,မုပ္ပလင် [Moke Pa Lin/မုပ္ပလင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1202235,မွန်ပြည်နယ်,Mon State,ကျိုက်ထို မြို့နယ်,Kyaikto Township,ကျိုက်ထီးရိုးရင်ပြင်တော် ကျေးရွာအုပ်စု,Kyike Htee Yoe Yinpyintaw Village Tract,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5889 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1203200,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,နှင်းပုလဲ ကျေးရွာအုပ်စု,Hnin Pale Village Tract,,နှင်းပုလဲ [Hnin Pale/နှင်းပုလဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203201,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ရွှေလှေ ကျေးရွာအုပ်စု,Shwe Hlay Village Tract,,ရွှေလှေ [Shwe Hlay/ရွှေလှေ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203202,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ညောင်ပလင် ကျေးရွာအုပ်စု,Nyaung Pa Lin Village Tract,,ညောင်ပလင် [Nyaung Pa Lin/ညောင်ပလင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203203,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,လိပ်ခုံး ကျေးရွာအုပ်စု,Leik Khone Village Tract,,လိပ်ခုံး [Leik Khone/လိပ်ခုံး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203204,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,တဘက်ဆွဲ ကျေးရွာအုပ်စု,Ta Bet Swea Village Tract,,တဘက်ဆွဲ [Ta Bet Swea/တဘက်ဆွဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203205,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,အနိင်းပွန် ကျေးရွာအုပ်စု,Ah Naing Pun Village Tract,,အနိင်းပွန် [Ah Naing Pun/အနိင်းပွန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203206,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,မုသင် ကျေးရွာအုပ်စု,Mu Thin Village Tract,,မုသင် [Mu Thin/မုသင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203207,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဇွဲကလာ ကျေးရွာအုပ်စု,Zwe Ka Lar Village Tract,,ဇွဲကလာ [Zwe Ka Lar/ဇွဲကလာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203208,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဇုတ်သုတ် ကျေးရွာအုပ်စု,Zoke Thoke Village Tract,,ဇုတ်သုတ် [Zoke Thoke/ဇုတ်သုတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203209,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဇုက္ကလီ ကျေးရွာအုပ်စု,Zoke Ka Li Village Tract,,ဇုက္ကလီ [Zoke Ka Li/ဇုက္ကလီ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203210,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကော့ကဒွတ် ကျေးရွာအုပ်စု,Kawt Ka Dut Village Tract,,ကော့ကဒွတ် [Kawt Ka Dut/ကော့ကဒွတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203211,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ယွန်းဒလင်းကုန်း ကျေးရွာအုပ်စု,Yun Da Lin Kone Village Tract,,ယွန်းဒလင်းကုန်း [Yun Da Lin Kone/ယွန်းဒလင်းကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203212,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,တောင်စွန်း ကျေးရွာအုပ်စု,Taung Sun Village Tract,,တောင်စွန်း [Taung Sun/တောင်စွန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203213,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ပေါက်တော ကျေးရွာအုပ်စု,Pauk Taw Village Tract,,ပေါက်တော [Pauk Taw/ပေါက်တော],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203214,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကင်းရွာ ကျေးရွာအုပ်စု,Kin Ywar Village Tract,,ကင်းရွာ [Kin Ywar/ကင်းရွာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203215,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,တောင်ကြီး ကျေးရွာအုပ်စု,Taung Gyi Village Tract,,တောင်ကြီး [Taung Gyi/တောင်ကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203216,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဝင်းက ကျေးရွာအုပ်စု,Win Ka Village Tract,,ဝင်းက [Win Ka/ဝင်းက],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203217,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,အရက်သီမ ကျေးရွာအုပ်စု,Ah Yet Thi Ma Village Tract,,အရက်သီမ [Ah Yet Thi Ma/အရက်သီမ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203218,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,မရမ်းကုန်း ကျေးရွာအုပ်စု,Ma Yan Kone Village Tract,,မရမ်းကုန်း [Ma Yan Kone/မရမ်းကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203219,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,သိန်ငူ ကျေးရွာအုပ်စု,Thein Ngu Village Tract,,သိန်ငူ [Thein Ngu/သိန်ငူ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203220,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,သဲဖြူချောင်း ကျေးရွာအုပ်စု,Thea Hpyu Chaung Village Tract,,သဲဖြူချောင်း [Thea Hpyu Chaung/သဲဖြူချောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203221,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,အလူး ကျေးရွာအုပ်စု,Ah Lu Village Tract,,အလူး [Ah Lu/အလူး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203222,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဝင်းပြန် ကျေးရွာအုပ်စု,Win Pyan Village Tract,,ဝင်းပြန် [Win Pyan/ဝင်းပြန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203223,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကျောက်ရေတွင်း ကျေးရွာအုပ်စု,Kyauk Yae Twin Village Tract,,ကျောက်ရေတွင်း [Kyauk Yae Twin/ကျောက်ရေတွင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203224,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဖိုးဝါးသိမ် ကျေးရွာအုပ်စု,Hpoe War Thein Village Tract,,ဖိုးဝါးသိမ် [Hpoe War Thein/ဖိုးဝါးသိမ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203225,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဂုံညင်းနွယ် ကျေးရွာအုပ်စု,Gon Hnyin Nwei Village Tract,,ဂုံညင်းနွယ် [Gon Hnyin Nwe/ဂုံညင်းနွယ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203226,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဝင်းသောင် ကျေးရွာအုပ်စု,Win Thaung Village Tract,,ဝင်းသောင် [Win Thaung/ဝင်းသောင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203227,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကဒီပု ကျေးရွာအုပ်စု,Ka Di Pu Village Tract,,ကဒီပု [Ka Di Pu/ကဒီပု],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203228,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဒေါက်ရပ် ကျေးရွာအုပ်စု,Dauk Yat Village Tract,,ဒေါက်ရပ် [Dauk Yat/ဒေါက်ရပ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203229,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ရွှေရောင်ပြ ကျေးရွာအုပ်စု,Shwe Yaung Pya Village Tract,,ရွှေရောင်ပြ [Shwe Yaung Pya/ရွှေရောင်ပြ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203230,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကျခတ်ချောင်း ကျေးရွာအုပ်စု,Kya Khat Chaung Village Tract,,ကျခတ်ချောင်း [Kya Khat Chaung/ကျခတ်ချောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203231,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,တညင်းကုန်း ကျေးရွာအုပ်စု,Ta Nyin Kone Village Tract,,တညင်းကုန်း [Ta Nyin Kone/တညင်းကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203232,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကဇိုင်း ကျေးရွာအုပ်စု,Ka Zaing Village Tract,,ကဇိုင်း [Ka Zaing/ကဇိုင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203233,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ရင်းအုံ ကျေးရွာအုပ်စု,Yin Ohn Village Tract,,ရင်းအုံ [Yin Ohn/ရင်းအုံ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203234,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,မဲလံ ကျေးရွာအုပ်စု,Me Lan Village Tract,,မဲလံ [Me Lan/မဲလံ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203235,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,မဲလံဂေါင်း ကျေးရွာအုပ်စု,Me Lan Gaung Village Tract,,မဲလံဂေါင်း [Me Lan Gaung/မဲလံဂေါင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203236,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,အဟုံးဝ ကျေးရွာအုပ်စု,Ah Hone Wa Village Tract,,အဟုံးဝ [Ah Hone Wa/အဟုံးဝ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203237,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဘုရားဆိပ် ကျေးရွာအုပ်စု,Hpa Yar Seik Village Tract,,ဘုရားဆိပ် [Hpa Yar Seik/ဘုရားဆိပ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203238,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,နတ်ကြီး ကျေးရွာအုပ်စု,Nat Gyi Village Tract,,နတ်ကြီး [Nat Gyi/နတ်ကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203239,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,မဲနသန် ကျေးရွာအုပ်စု,Me Na Than Village Tract,,မဲနသန် [Me Na Than/မဲနသန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203240,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,မဲပလီ ကျေးရွာအုပ်စု,Me Pa Li Village Tract,,မဲပလီ [Me Pa Li/မဲပလီ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203241,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ပီတိ ကျေးရွာအုပ်စု,Pi Ti Village Tract,,ပီတိ [Pi Ti/ပီတိ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203242,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဘောနောခီး ကျေးရွာအုပ်စု,Baw Naw Khee Village Tract,,ဘောနောခီး [Baw Naw Khee/ဘောနောခီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203243,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,အစူးချောင်း ကျေးရွာအုပ်စု,Ah Su Chaung Village Tract,,အစူးချောင်း [Ah Su Chaung/အစူးချောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203244,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဝင်းတာပန် ကျေးရွာအုပ်စု,Win Tar Pan Village Tract,,ဝင်းတာပန် [Win Tar Pan/ဝင်းတာပန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203245,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,လေးကေ ကျေးရွာအုပ်စု,Lay Kay Village Tract,,လေးကေ [Lay Kay/လေးကေ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203246,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကြိုးဝိုင်း ကျေးရွာအုပ်စု,Kyoe Waing Village Tract,,ကြိုးဝိုင်း [Kyoe Waing/ကြိုးဝိုင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203247,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ပိုင်ဒဝယ် ကျေးရွာအုပ်စု,Paing Da Wei Village Tract,,ပိုင်ဒဝယ် [Paing Da Wei/ပိုင်ဒဝယ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203248,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကျားကွင်း ကျေးရွာအုပ်စု,Kyar Kwin Village Tract,,ကျားကွင်း [Kyar Kwin/ကျားကွင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203249,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ကျောက်လုံးကြီး ကျေးရွာအုပ်စု,Kyauk Lone Gyi Village Tract,,ကျောက်လုံးကြီး [Kyauk Lone Gyi/ကျောက်လုံးကြီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1203250,မွန်ပြည်နယ်,Mon State,ဘီးလင်း မြို့နယ်,Bilin Township,ဆင်အင်း ကျေးရွာအုပ်စု,Sin Inn Village Tract,,ဆင်အင်း [Sin Inn/ဆင်အင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204200,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,တောင်ကြား ကျေးရွာအုပ်စု,Taung Kyar Village Tract,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5053 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
1204201,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ဝင်းပ ကျေးရွာအုပ်စု,Win Pa Village Tract,,ဝင်းပ [Win Pa/ဝင်းပ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204202,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ကော့လှိုင်း ကျေးရွာအုပ်စု,Kawt Hlaing Village Tract,,ကော့လှိုင်း [Kawt Hlaing/ကော့လှိုင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204203,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ချောင်းဇောက် ကျေးရွာအုပ်စု,Chaung Zauk Village Tract,,ချောင်းဇောက် [Chaung Zauk/ချောင်းဇောက်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204204,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ဝီယော် ကျေးရွာအုပ်စု,Wi Yaw Village Tract,,ဝီယော် [Wi Yaw/ဝီယော်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204205,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ပိန္နဲတော ကျေးရွာအုပ်စု,Pein Hne Taw Village Tract,,ပိန္နဲတော [Pein Hne Taw/ပိန္နဲတော],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204206,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ဓနု ကျေးရွာအုပ်စု,Da Nu Village Tract,,ဓနု [Da Nu/ဓနု],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204207,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,ဝင်းဖုန်း ကျေးရွာအုပ်စု,Win Hpone Village Tract,,ဝင်းဖုန်း [Win Hpone/ဝင်းဖုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204208,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,မတ်ချ ကျေးရွာအုပ်စု,Mat Cha Village Tract,,မတ်ချ [Mat Cha/မတ်ချ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204209,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,နောင်ကတုတ် ကျေးရွာအုပ်စု,Naung Ka Toke Village Tract,,နောင်ကတုတ် [Naung Ka Toke/နောင်ကတုတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1204210,မွန်ပြည်နယ်,Mon State,သထုံ မြို့နယ်,Thaton Township,သိမ်ဆိပ် ကျေးရွာအုပ်စု,Thein Seik Village Tract,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5053 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
